,GBOV_ID,Site,GROUND_DATA_PI,GROUND_DATA_PIs_Email,GBOV_Email,Network,Elevation,IGBP_class,Lat_IS,Lon_IS,TIME_IS,Version,up_flag,down_flag,LAI_Miller_up,LAI_Warren_up,LAIe_Miller_up,LAIe_Warren_up,LAI_Miller_down,LAI_Warren_down,LAIe_Miller_down,LAIe_Warren_down,LAI_Miller_up_err,LAI_Warren_up_err,LAIe_Miller_up_err,LAIe_Warren_up_err,clumping_Miller_up,clumping_Warren_up,LAI_Miller_down_err,LAI_Warren_down_err,LAIe_Miller_down_err,LAIe_Warren_down_err,clumping_Miller_down,clumping_Warren_down,clumping_Miller_up_err,clumping_Warren_up_err,clumping_Miller_down_err,clumping_Warren_down_err
4374,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20211005T180200Z,2.0,0.0,-999.0,5.73,5.64,4.02,3.7,-999.0,-999.0,-999.0,-999.0,0.16,0.24,0.13,0.18,0.701,0.66,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.031,0.04,-999.0,-999.0
4375,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20211019T170800Z,2.0,0.0,-999.0,4.2,4.71,2.85,2.85,-999.0,-999.0,-999.0,-999.0,0.14,0.23,0.11,0.18,0.678,0.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.034,0.05,-999.0,-999.0
4376,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20211103T164400Z,2.0,0.0,-999.0,2.8,3.54,1.87,2.12,-999.0,-999.0,-999.0,-999.0,0.12,0.23,0.07,0.1,0.67,0.6,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.04,0.05,-999.0,-999.0
4377,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220329T180900Z,2.0,0.0,2.0,0.601122400997474,0.8485082252759234,0.4930039681425503,0.63721209218664,0.0788167498207866,0.1033254999282639,0.0780900511984916,0.1021532631468165,0.0260134106066853,0.0728514505324276,0.0165673638769819,0.0412755337051106,0.8201390720500232,0.7509792753976277,0.0027005492599399,0.0047664712352753,0.0026631528576921,0.0046888989512968,0.9907798961014336,0.988654913044106,0.0449357911834377,0.0807694465638669,0.0478973567828194,0.0643378412488186
4378,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220411T193300Z,2.0,0.0,2.0,0.680009259735338,1.1973249283544551,0.5451712287419617,0.8559438651459129,0.0790379162170295,0.1238782011430592,0.0785258588178698,0.1227324425628114,0.0307193503348604,0.0881634514327815,0.0182987174235578,0.0454088860819011,0.8017114780968486,0.7148801840468488,0.0025214085213754,0.0062821589052151,0.0024839832426294,0.0060406315772208,0.9935213702022004,0.9907509265578962,0.0451199514424296,0.0648784963208377,0.0446346179901706,0.0700156492150274
4379,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220427T191300Z,2.0,0.0,-999.0,1.3223077329297324,2.09692981409936,0.8880759371908132,1.230926202335897,-999.0,-999.0,-999.0,-999.0,0.055091443176524,0.1227687108933039,0.0315013290945325,0.0659065578178221,0.6716106357656805,0.5870135443062431,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0367490521893523,0.0465724513610271,-999.0,-999.0
4380,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220509T203000Z,2.0,2.0,0.0,2.130196262601152,2.8035161555527828,1.411535503185465,1.5761678050958832,0.7693870431181166,0.6523385741318372,0.6962348459304231,0.6030254094266728,0.0904786483561019,0.1919417405053471,0.0488413705666757,0.0812254400864522,0.662631668249131,0.5622110655485424,0.0370358053339181,0.0557119988268798,0.0306134220680393,0.0447226173003701,0.9049214594370768,0.9244055668932462,0.0363019250756985,0.0481769586455667,0.0589971750762915,0.1045601095668558
4381,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220606T195100Z,2.0,0.0,2.0,6.10377738962948,5.564454605142152,4.211804080839165,3.506763932012062,0.5083838032247486,0.2873557621667661,0.4752315595241409,0.2699417899147845,0.1141605362270971,0.211840137999742,0.0995534223326507,0.1698523255733185,0.6900323868290412,0.6302080223228772,0.0267961331373336,0.0391912018288694,0.0246753138443199,0.0346621017740803,0.9347889458902536,0.9393992585334848,0.0207985947710638,0.0388248744442065,0.0691627056864113,0.1759690761103126
4382,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220620T191500Z,2.0,0.0,2.0,6.61812378035544,5.96629122101086,4.511688760513017,3.8677198433793616,1.5405140843900624,0.8902886778217503,1.3889089074146392,0.804027299265069,0.1210512370504411,0.177015328322963,0.1565490891435598,0.2144651659541415,0.6817171920998293,0.6482619939433764,0.0512797040912178,0.0703787801556602,0.0473994454699267,0.0633341286160745,0.9015879319042718,0.9031085301817664,0.0267398800023602,0.0407682541822082,0.0429813583250481,0.1007848512583614
4383,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220705T192200Z,2.0,0.0,2.0,6.741285800486819,6.102281220994767,4.602776368758538,3.960863702380024,1.420042943839235,0.8856262606885107,1.271983836584611,0.8091258596920428,0.1243827681638411,0.2320823439879424,0.1467082326906068,0.2664614184254835,0.6827742518239103,0.6490791818562471,0.0548604504557641,0.0758293624255991,0.0493143627968789,0.0676729728025753,0.8957361762213115,0.9136199948079742,0.0251459213460574,0.0501607209702094,0.049025420675325,0.109353674433037
4384,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220719T192500Z,2.0,0.0,2.0,6.74640257022179,5.919509539005397,4.631995260579478,3.765433006050911,1.4970322360474018,0.8555006823273393,1.3439029475303348,0.7825850784986488,0.1030426557653146,0.1892016436870838,0.1350127200485587,0.2056347978598761,0.6865874386187423,0.6361055728079091,0.0549156575907629,0.0707822177606355,0.0464839192665203,0.058353999860429,0.8977114287656406,0.9147685030123788,0.0225936706567317,0.0402508422942566,0.0452612632892909,0.1018872312327069
4385,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220801T191600Z,2.0,0.0,2.0,6.70191482703147,6.074273533938294,4.644094803393914,3.981202882881709,1.6334609048169877,0.9187773722439188,1.490865515178903,0.8355712688112078,0.1091349190713091,0.192930966848469,0.1126081472205546,0.2204875808387742,0.6929504362935865,0.6554204154024112,0.0439074112046042,0.0614746614568627,0.0414682390917802,0.055680050200549,0.9127035185123938,0.9094382317780664,0.0202398386216283,0.0418444036377494,0.0353040649266176,0.085879794319117
4386,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220815T184300Z,2.0,0.0,2.0,6.425973772220816,6.184240387095327,4.315441071769813,3.979590536203516,1.1869803013402709,0.7003340328666501,1.1022447597393197,0.6541351677727839,0.1155298171903082,0.2021272872777681,0.1244521526455738,0.2019830897011952,0.6715621981566845,0.6435051497202049,0.0357246569683521,0.0440200064922169,0.0322291235294906,0.039101608983241,0.9286125123514918,0.9340331000269084,0.0228223029447279,0.0388471661990804,0.0389661721936172,0.0810190535562862
4387,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220829T184100Z,2.0,0.0,0.0,6.339703744171893,5.74012690802396,4.319318740083714,3.8228460648971696,1.5962756445536634,0.8757391949336985,1.4185664222009402,0.7981053761811204,0.1240465256620466,0.2242119864571672,0.1246444240329525,0.1991305090126718,0.6813123947715184,0.6659863320361997,0.0666022243258637,0.0775725596372855,0.0627817539469767,0.0684703798413832,0.888672596766699,0.911350526273458,0.0237543002914494,0.0433610063204466,0.0540525537156961,0.1123826889608793
4388,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220912T190400Z,2.0,0.0,2.0,6.033948873093724,5.435138404143639,4.123273837049358,3.460531532528928,1.9756935625796048,1.0785628128323728,1.7924455013808238,0.9733375904240612,0.1123022108386039,0.1561939807355843,0.1245234335762082,0.1816347933268572,0.6833458359973267,0.6366961198063861,0.0542201704514679,0.0765071860047833,0.0520178157606755,0.0666200705433998,0.9072487430897332,0.9024394118206396,0.0242413951951471,0.0380997799748515,0.0362371347320685,0.0889550855192636
4389,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20220926T190800Z,2.0,0.0,2.0,5.704611755734096,5.484071697836974,3.802680711762706,3.352651413147452,1.084796522777601,0.6831301648469607,0.9753141084341572,0.6151657486716553,0.1340618527545398,0.2377264922037892,0.1223809366506485,0.2101350396711741,0.6665976361915202,0.61134346847978,0.0588743412861721,0.0799583267505279,0.0499108961131287,0.0665341370827711,0.8990756219764456,0.9005102985160505,0.0265638251581681,0.0465887687038127,0.0670656946864229,0.143511544557928
4390,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20230322T175000Z,2.0,0.0,2.0,0.6050553648827055,0.8817213865657377,0.4898513219079342,0.6549675809357619,0.0827355219691763,0.1091820699224271,0.0819815443128105,0.1079161659344506,0.029060891542791,0.0855709156344798,0.0202548591638866,0.0469070241840067,0.8095975184070892,0.7428282799023727,0.0030905552163757,0.0069611639527927,0.0030719842482638,0.0068459972199961,0.990886893097178,0.9884055688917056,0.0513097924177858,0.0895954113772126,0.0524280658977851,0.0888982666441847
4391,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20230405T181200Z,2.0,0.0,2.0,0.7628295613420134,1.1211940910964997,0.6237955720744249,0.8447743635110252,0.0533543784264502,0.0795116158817915,0.0530139984965079,0.0787075251059689,0.0266808939516617,0.0764102016898755,0.0198569785287344,0.0473594617711792,0.8177391172112,0.7534595216113359,0.0016538968421661,0.0038050382710867,0.0016228032251409,0.0037455270204234,0.9936203936775032,0.9898871282276784,0.0386734806855245,0.0664901179575622,0.0432872006390454,0.0668061805207957
4392,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20230418T181600Z,2.0,0.0,2.0,1.7248959014743024,2.433258996926781,1.1727352491746237,1.4223609645166722,0.7217960653274165,0.5967158864627232,0.6559952896280122,0.5565949554825398,0.0774053325746835,0.1474638667065227,0.0414562944665782,0.0808514731770606,0.6798875504152243,0.584549760758358,0.0290582506345661,0.0314661334809,0.0243622482832379,0.0273529303568039,0.908837441958684,0.932763762637498,0.0388395371473876,0.0485701419641427,0.0497786316138631,0.0672350621721716
4393,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20230503T190800Z,2.0,0.0,2.0,2.5647749297890665,3.6234592755719626,1.5663351144931092,1.8798194010857157,1.121139425314384,0.8178478290395093,1.020952512020738,0.7399575125636952,0.1062747936179589,0.2145474108774839,0.0581287466745031,0.1343039906983599,0.6107105525325486,0.518791369826831,0.0298980385939628,0.0480324786403474,0.026607555467945,0.0439392527353808,0.91063831042642,0.9047618472408376,0.0339711912985182,0.0481395691269506,0.033955453872631,0.0755642951070185
4394,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20230601T194200Z,2.0,0.0,2.0,5.65377159663891,5.244445594176239,3.650255390579521,3.133721999507792,0.5249429143040911,0.3024080415547794,0.4870508640475642,0.2890352826267409,0.128212913677524,0.1715009819678391,0.1161837150334756,0.1567847118053901,0.645631916356428,0.5975316061983127,0.0290488601321426,0.0268005892718062,0.0256783208978785,0.0251639845319517,0.9278168173643038,0.9557790895397994,0.0252321155541106,0.0357148629891962,0.0709146979045827,0.1187398862593526
4395,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20230627T193100Z,2.0,0.0,2.0,6.374310726693974,6.100990368366834,4.242357997768655,3.939413243012864,0.3082642212050226,0.1830003388798142,0.3003157511294933,0.1779457636472916,0.1311554534504715,0.1902407028051212,0.1164291879780545,0.1961124788726181,0.6655398802576019,0.6457006166471625,0.0092638526965795,0.0138273553341094,0.0088483970515464,0.0128599508375212,0.9742153985809372,0.972379421461934,0.0228286429458347,0.0379294905948467,0.0410005693439144,0.1016682485535782
4396,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20230920T191500Z,2.0,0.0,2.0,5.025603008493464,5.0262436501376095,3.1193802908100725,3.037996396386253,0.4076265400430977,0.2580081332964504,0.3873273445471279,0.2443695527449665,0.1551113760383667,0.1936929475401989,0.1081760352066376,0.1802386371506945,0.6206977124015166,0.6044268061503699,0.0224622859606044,0.0310024427096686,0.0197009440278776,0.0276877852450429,0.9502014871410888,0.947138951097277,0.0288154367805017,0.0427602591696928,0.0712568440860808,0.1564246681446518
4397,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20230926T173600Z,2.0,2.0,0.0,3.022539871719724,2.5107297606164067,1.9187627209589715,1.3994888963137346,0.2888384933688855,0.2589622097315509,0.2539627737842538,0.2155113959360058,0.2816063901130237,0.5526365451752338,0.1155348874974973,0.1950587766743113,0.6348180015462491,0.5574032372046872,0.0267349084090331,0.0514641315376965,0.0197909629050426,0.0257019014259767,0.8792552918488923,0.8322117584624116,0.0704220525536376,0.1452190759203039,0.1063870969275785,0.1928819321294541
4398,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20231004T184600Z,2.0,0.0,2.0,4.983146532802364,5.033279426631041,3.131540974522887,3.2478306799744248,0.3625350098444425,0.1986035295319703,0.3433819795588529,0.1903914284313108,0.1530009071497181,0.2475165821114598,0.1053248110930291,0.1793716009559754,0.6284264277417922,0.6452712843221416,0.023803734658929,0.0258759134226347,0.021130918308595,0.0240598334459596,0.9471691567283178,0.958650779671378,0.0286188090852084,0.047717039179743,0.0852347181123934,0.1740017657912466
4399,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20231018T081200Z,2.0,0.0,0.0,3.840274786966702,4.6142143439849015,2.534567890316197,2.864438908001979,1.0909514966476868,0.8023153912358602,0.9682775537828936,0.7345643264141702,0.1147312440503978,0.1690119218578279,0.0722763157653898,0.1420055002115267,0.6599964926775886,0.6207858357807039,0.0399804637642144,0.033632415642607,0.0358909080596191,0.0277059892811783,0.8875532567288739,0.9155555713354464,0.0272582394840711,0.0382646011472722,0.0462633378389334,0.0516282008896637
4400,GBOV_RM7_205,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20231101T081700Z,2.0,0.0,0.0,0.9657188528156844,1.1724385121013274,0.7499090220976512,0.8639973470082873,0.1655409946080676,0.1710589041952808,0.1633579816268854,0.1678714436858354,0.0486514617620708,0.1084240367676013,0.0288464384652754,0.0537013070249314,0.7765293386488104,0.7369233764419509,0.003841616782756,0.008576413645008,0.0038217314827489,0.0086798954658991,0.9868128557137726,0.9813662987937386,0.0492203890626462,0.0821107412937885,0.0325177912878443,0.0706802360308844
4401,GBOV_RM7_1394,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210824T082000Z,2.0,64.0,0.0,4.91,4.0,3.27,2.34,0.82,0.73,0.62,0.54,0.24,0.5,0.16,0.3,0.67,0.58,0.09,0.18,0.06,0.11,0.75,0.73,0.05,0.1,0.11,0.23
4402,GBOV_RM7_1009,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210824T004500Z,2.0,0.0,0.0,4.27,3.6,3.32,2.6,3.13,2.5,1.93,1.45,0.11,0.15,0.09,0.13,0.779,0.72,0.23,0.4,0.16,0.25,0.62,0.58,0.03,0.05,0.07,0.14
4403,GBOV_RM7_1003,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210824T004400Z,2.0,0.0,0.0,5.26,4.66,3.05,2.85,1.74,1.46,1.37,1.09,0.18,0.19,0.13,0.15,0.58,0.61,0.1,0.17,0.08,0.11,0.79,0.75,0.031,0.04,0.06,0.12
4404,GBOV_RM7_1364,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210825T054300Z,2.0,0.0,-999.0,5.68,4.15,3.69,2.43,-999,-999,-999,-999,0.16,0.21,0.15,0.16,0.649,0.59,-999,-999,-999,-999,-999.0,-999.0,0.032,0.05,-999.0,-999.0
4405,GBOV_RM7_1391,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210824T174000Z,2.0,0.0,-999.0,6.89,5.59,5.0,3.91,-999,-999,-999,-999,0.17,0.23,0.14,0.22,0.727,0.7,-999,-999,-999,-999,-999.0,-999.0,0.027,0.05,-999.0,-999.0
4406,GBOV_RM7_1361,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210824T065300Z,2.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,3.64,2.35,2.99,2.02,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.11,0.12,0.08,0.08,0.822,0.86,-999.0,-999.0,0.033,0.06
4407,GBOV_RM7_1376,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210824T060900Z,2.0,-999.0,0.0,-999.0,-999.0,-999.0,-999.0,4.89,2.73,3.94,2.31,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.15,0.1,0.12,0.09,0.806,0.85,-999.0,-999.0,0.035,0.05
4408,GBOV_RM7_997,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210825T174100Z,2.0,0.0,-999.0,5.45,4.25,3.86,2.83,-999,-999,-999,-999,0.15,0.19,0.12,0.13,0.708,0.66,-999,-999,-999,-999,-999.0,-999.0,0.029,0.04,-999.0,-999.0
4409,GBOV_RM7_1382,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210823T184300Z,2.0,0.0,-999.0,4.9,3.74,3.61,2.74,-999,-999,-999,-999,0.13,0.15,0.1,0.12,0.737,0.73,-999,-999,-999,-999,-999.0,-999.0,0.028,0.04,-999.0,-999.0
4410,GBOV_RM7_1385,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210824T180800Z,2.0,0.0,-999.0,6.21,5.2,4.42,3.58,-999,-999,-999,-999,0.16,0.19,0.14,0.14,0.712,0.69,-999,-999,-999,-999,-999.0,-999.0,0.029,0.04,-999.0,-999.0
4411,GBOV_RM7_3481,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20231011T151700Z,2.0,0.0,0.0,5.320458836444937,4.284741770959488,4.015644698332031,3.081713882692704,0.2242995150753211,0.194484635740774,0.1903716826471744,0.1681455024696533,0.0797467372598097,0.1370216309823423,0.0856319247382304,0.1295136842380115,0.7547553362926184,0.7192297803287716,0.0222277499856978,0.0274419640566401,0.0151559532784604,0.0190123959254364,0.8487387169929748,0.864569593527029,0.0196729056448304,0.0379824302893504,0.1078888685891533,0.1563283036454556
4412,GBOV_RM7_1000,Smithsonian Environmental Research Center,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,15,Croplands,38.89016,-76.5601,20210825T033500Z,2.0,0.0,0.0,5.34,3.94,3.91,3.02,1.85,1.4,1.43,1.1,0.15,0.23,0.12,0.15,0.732,0.77,0.13,0.18,0.09,0.12,0.78,0.78,0.03,0.06,0.07,0.13
4413,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170330T000000Z,2.0,0.0,0.0,0.613,0.88,0.519,0.677,0.0267,0.045,0.0266,0.0449,0.022,0.07,0.015,0.029,0.85,0.77,0.0009,0.0016,0.0009,0.0016,1.0,1.0,0.04,0.07,0.05,0.05
4414,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170330T140700Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170417T000000Z,2.0,0.0,0.0,1.39,1.42,1.182,1.11,0.227,0.218,0.219,0.205,0.04,0.08,0.031,0.05,0.848,0.78,0.009,0.02,0.008,0.014,0.96,0.94,0.032,0.06,0.05,0.11
4416,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170417T142600Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170426T000000Z,2.0,0.0,0.0,2.39,2.01,1.95,1.55,1.3,0.93,1.17,0.86,0.06,0.09,0.05,0.06,0.818,0.77,0.05,0.05,0.05,0.04,0.9,0.92,0.029,0.05,0.05,0.07
4418,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170426T205000Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170509T000000Z,2.0,0.0,0.0,3.58,3.2,2.77,2.32,2.57,1.95,2.03,1.54,0.1,0.13,0.07,0.1,0.774,0.72,0.11,0.16,0.09,0.1,0.79,0.79,0.03,0.04,0.05,0.09
4420,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170509T051300Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170608T000000Z,2.0,0.0,0.0,4.94,4.35,3.74,3.18,2.39,1.86,1.81,1.39,0.13,0.19,0.09,0.13,0.757,0.73,0.11,0.19,0.1,0.17,0.76,0.75,0.027,0.04,0.06,0.12
4422,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170622T000000Z,2.0,0.0,-999.0,5.16,4.63,3.95,3.48,-999.0,-999.0,-999.0,-999.0,0.14,0.19,0.1,0.14,0.766,0.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.028,0.04,-999.0,-999.0
4423,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170622T192800Z,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,GBOV_RM7_202,Smithsonian Conservation Biology Institute,Courtney Meier,cmeier@battelleecology.org,support-copernicus-gbov@acri-st.fr,NEON,361,Mixed Forest,38.8929214477539,-78.1395034790039,20170706T000000Z,2.0,0.0,-999.0,4.64,4.4,3.54,3.1,-999.0,-999.0,-999.0,-999.0,0.13,0.17,0.1,0.17,0.762,0.71,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.03,0.05,-999.0,-999.0
